"6873","600 Rodi Rd, Pittsburgh, PA, 15235","Match","Exact","600 RODI RD, PITTSBURGH, PA, 15235","-79.827126,40.449474","51667407","R"
"6874","4779 Liberty Ave, Pittsburgh, PA, 15224","Match","Exact","4779 LIBERTY AVE, PITTSBURGH, PA, 15224","-79.9476,40.460888","51644201","L"
"6871","1969 Lincoln Way, Mc Keesport, PA, 15131","Match","Non_Exact","1969 LINCOLN WAY, MCKEESPORT, PA, 15131","-79.81064,40.339462","629105427","L"
"6872","2350 Centre Ave, Pittsburgh, PA, 15213","Match","Non_Exact","2350 CENTRE AVE, PITTSBURGH, PA, 15219","-79.97199,40.445686","51648493","R"
"6870","427 Brownsville Rd, Pittsburgh, PA, 15210","Match","Exact","427 BROWNSVILLE RD, PITTSBURGH, PA, 15210","-79.98927,40.412605","51636849","L"
"6492","1810 Belasco Ave, Pittsburgh, PA, 15216","Match","Exact","1810 BELASCO AVE, PITTSBURGH, PA, 15216","-80.02685,40.406956","51631248","R"
"6491","2001 Mt Royal Blvd, Glenshaw, PA, 15116","Match","Exact","2001 MOUNT ROYAL BLVD, GLENSHAW, PA, 15116","-79.96784,40.532288","51640240","L"
"6869","5204 Interboro Ave, Pittsburgh, PA, 15207","Match","Exact","5204 INTERBORO AVE, PITTSBURGH, PA, 15207","-79.91271,40.37077","51655041","R"
"6490","401 Washington  Road, Pittsburgh, PA, 15216","Match","Exact","401 WASHINGTON RD, PITTSBURGH, PA, 15216","-80.04395,40.385822","51920556","L"
"6868","7403 Washington Ave, Pittsburgh, PA, 15218","Match","Exact","7403 WASHINGTON AVE, PITTSBURGH, PA, 15218","-79.889046,40.420074","635648200","L"
"6867","123 N Negley Ave, Pittsburgh, PA, 15206","Match","Exact","123 N NEGLEY AVE, PITTSBURGH, PA, 15206","-79.93052,40.46377","51644758","L"
"6866","104 Clairton Blvd, Pittsburgh, PA, 15236","Match","Exact","104 CLAIRTON BLVD, PITTSBURGH, PA, 15236","-79.96464,40.34077","638472335","R"
"6865","7701 Penn Ave, Pittsburgh, PA, 15221","Match","Exact","7701 PENN AVE, PITTSBURGH, PA, 15221","-79.894554,40.446945","51653100","L"
"6864","3100 W Liberty  Avenue, Pittsburgh, PA, 15216","Match","Non_Exact","3100 LIBERTY AVE, PITTSBURGH, PA, 15201","-79.96836,40.46081","51642215","R"
"6499","2000 Oxford  Drive, Bethel Park, PA, 15102","Match","Exact","2000 OXFORD DR, BETHEL PARK, PA, 15102","-80.04964,40.347736","607704916","L"
"6498","2300 Old Washington Rd, Pittsburgh, PA, 15241","Tie"
"6497","2300 Old Washington Rd, Pittsburgh, PA, 15241","Tie"
"6496","415 St Clair  Avenue, Clairton, PA, 15025","Match","Exact","415 ST CLAIR AVE, CLAIRTON, PA, 15025","-79.88424,40.292747","51661212","R"
"6495","206 Fernleaf St, Pittsburgh, PA, 15210","No_Match"
"6494","2400 Elsie St, Pittsburgh, PA, 15210","Match","Exact","2400 ELSIE ST, PITTSBURGH, PA, 15210","-79.97293,40.41655","51649387","R"
"6493","2554 Wildwood Rd, Wildwood, PA, 15091","No_Match"
"6093","2008 Eden Park  Boulevard, Mc Keesport, PA, 15132","Match","Non_Exact","2008 EDEN PARK BLVD, MCKEESPORT, PA, 15132","-79.82921,40.343235","605179644","R"
"6094","1720 Lowrie Street, Pittsburgh, PA, 15212","Match","Exact","1720 LOWRIE ST, PITTSBURGH, PA, 15212","-79.98236,40.46409","639696573","L"
"6095","1 Waterfront  Plaza, Pittsburgh, PA, 15222","Match","Non_Exact","1 WATERFRONT DR, PITTSBURGH, PA, 15222","-79.97966,40.46143","640413338","R"
"6096","1200 Stayton Street, Pittsburgh, PA, 15212","No_Match"
"6090","200 Loews Drive, North Versailles, PA, 15137","Match","Exact","200 LOEWS DR, NORTH VERSAILLES, PA, 15137","-79.82243,40.3877","51818581","L"
"6091","1212 Crawford Avenue, Duquesne, PA, 15110","Match","Exact","1212 CRAWFORD AVE, DUQUESNE, PA, 15110","-79.853226,40.36262","51672305","R"
"6092","1200 5th St, West Elizabeth, PA, 15088","No_Match"
"6882","2828 Broadway Avenue, Monroeville, PA, 15146","Match","Non_Exact","2828 BROADWAY BLVD, MONROEVILLE, PA, 15146","-79.793564,40.3967","607706258","L"
"6883","2828 Broadway Avenue, Monroeville, PA, 15146","Match","Non_Exact","2828 BROADWAY BLVD, MONROEVILLE, PA, 15146","-79.793564,40.3967","607706258","L"
"6884","1329 Babcock Blvd, Pittsburgh, PA, 15209","Match","Exact","1329 BABCOCK BLVD, PITTSBURGH, PA, 15209","-79.977036,40.496277","641856772","L"
"6885","2805 Custer Ave, Pittsburgh, PA, 15227","Match","Exact","2805 CUSTER AVE, PITTSBURGH, PA, 15227","-79.97381,40.393456","623056220","L"
"6097","2312 Main  Street, Pittsburgh, PA, 15215","Match","Exact","2312 MAIN ST, PITTSBURGH, PA, 15215","-79.914055,40.493343","623352804","L"
"6098","2312 Main Street, Pittsburgh, PA, 15215","Match","Exact","2312 MAIN ST, PITTSBURGH, PA, 15215","-79.914055,40.493343","623352804","L"
"6880","127 McMurray Rd, Pittsburgh, PA, 15241","Match","Exact","127 MCMURRAY RD, PITTSBURGH, PA, 15241","-80.065735,40.326305","51656719","L"
"6099","633 McGowan Avenue, West Mifflin, PA, 15122","Match","Exact","633 MCGOWAN AVE, WEST MIFFLIN, PA, 15122","-79.8998,40.34161","51659782","L"
"6881","550 Aura Dr, Monroeville, PA, 15146","Match","Exact","550 AURA DR, MONROEVILLE, PA, 15146","-79.72717,40.445164","629094399","R"
"6879","6700 University Blvd, Coraopolis, PA, 15108","Match","Exact","6700 UNIVERSITY BLVD, CORAOPOLIS, PA, 15108","-80.220726,40.51736","51926216","R"
"6876","208 Mansfield Blvd &amp;  Broadway Ave, Carnegie, PA, 15106","No_Match"
"6875","1855 Haymaker Rd, Monroeville, PA, 15146","Match","Exact","1855 HAYMAKER RD, MONROEVILLE, PA, 15146","-79.76489,40.393047","51937070","L"
"6878","1643 Arlington Ave, Pittsburgh, PA, 15210","Match","Exact","1643 ARLINGTON AVE, PITTSBURGH, PA, 15210","-79.98683,40.417835","51637180","L"
"6877","9100 Perry Hwy, Pittsburgh, PA, 15237","Match","Exact","9100 PERRY HWY, PITTSBURGH, PA, 15237","-80.03694,40.57197","51606798","L"
"6080","1562 Island  Avenue, Mc Kees Rocks, PA, 15136","Match","Exact","1562 ISLAND AVE, MC KEES ROCKS, PA, 15136","-80.079155,40.488827","51614837","R"
"6081","3404 5th Ave, Pittsburgh, PA, 15213","Match","Exact","3404 5TH AVE, PITTSBURGH, PA, 15213","-79.961876,40.43927","51648678","R"
