"2951","201 Isabella Street, Pittsburgh, PA, 15212","Match","Exact","201 ISABELLA ST, PITTSBURGH, PA, 15212","-80.00197,40.44794","51627078","R"
"2950","4127 Butler Street, Pittsburgh, PA, 15201","Match","Exact","4127 BUTLER ST, PITTSBURGH, PA, 15201","-79.960846,40.469894","51642759","L"
"2953","&nbsp; West Park, Pittsburgh, PA, 15212","No_Match"
"2952","449 Railroad  Street, Bridgeville, PA, 15017","Match","Exact","449 RAILROAD ST, BRIDGEVILLE, PA, 15017","-80.11027,40.35838","51617640","L"
"2955","1004 N Canal St, Pittsburgh, PA, 15215","Match","Exact","1004 N CANAL ST, PITTSBURGH, PA, 15215","-79.93238,40.494656","607626147","L"
"2954","4717 Butler Street, Pittsburgh, PA, 15201","Match","Exact","4717 BUTLER ST, PITTSBURGH, PA, 15201","-79.95773,40.474537","607626278","L"
"2957","1903 Leechburg Rd, Pittsburgh, PA, 15235","Match","Exact","1903 LEECHBURG RD, PITTSBURGH, PA, 15235","-79.78985,40.493317","51668582","L"
"2956","711 Commons Street, Pittsburgh, PA, 15212","No_Match"
"2959","261 Rosecrest Dr, Monroeville, PA, 15146","Match","Exact","261 ROSECREST DR, MONROEVILLE, PA, 15146","-79.78738,40.42089","635790334","L"
"2958","11010 Perry Hwy, Wexford, PA, 15090","Match","Exact","11010 PERRY HWY, WEXFORD, PA, 15090","-80.05418,40.6252","51605933","R"
"2940","1006 Greentree Road, Pittsburgh, PA, 15220","Match","Exact","1006 GREENTREE RD, PITTSBURGH, PA, 15220","-80.04504,40.416603","51630722","R"
"2944","565 Lincoln Avenue, Pittsburgh, PA, 15202","Match","Exact","565 LINCOLN AVE, PITTSBURGH, PA, 15202","-80.05753,40.496525","51620750","L"
"2943","903 Route 910, Indianola, PA, 15051","No_Match"
"2942","55 11th Street, Pittsburgh, PA, 15222","Match","Exact","55 11TH ST, PITTSBURGH, PA, 15222","-79.994995,40.447292","51813866","R"
