"5370","801 O&#39;Neil Blvd, Mc Keesport, PA, 15132","No_Match"
"5374","1917 Railroad Street, Carnegie, PA, 15106","Match","Non_Exact","1917 W RAILROAD ST, CARNEGIE, PA, 15106","-80.089195,40.389038","51618057","L"
"5373","2080 Saw Mill Run Boulevard, Pittsburgh, PA, 15210","No_Match"
"5372","890 Butler Street, Pittsburgh, PA, 15223","Match","Exact","890 BUTLER ST, PITTSBURGH, PA, 15223","-79.94716,40.511314","51641198","R"
"5371","706 Island  Avenue, Mc Kees Rocks, PA, 15136","Match","Exact","706 ISLAND AVE, MC KEES ROCKS, PA, 15136","-80.06176,40.472523","51621666","R"
"5378","1625 Pennsylvania  Avenue, West Mifflin, PA, 15122","Match","Exact","1625 PENNSYLVANIA AVE, WEST MIFFLIN, PA, 15122","-79.85763,40.36212","51672268","L"
"5377","5839 Forbes Ave, Pittsburgh, PA, 15217","Match","Exact","5839 FORBES AVE, PITTSBURGH, PA, 15217","-79.92152,40.438053","51652146","L"
"5376","4635 Centre Avenue, Pittsburgh, PA, 15213","Match","Exact","4635 CENTRE AVE, PITTSBURGH, PA, 15213","-79.950745,40.452274","627646008","L"
"5375","125 Conroy Street, Buena Vista, PA, 15018","No_Match"
"5368","1302 Carson Street, Pittsburgh, PA, 15203","Match","Non_Exact","1302 E CARSON ST, PITTSBURGH, PA, 15203","-79.985214,40.428772","51635959","R"
"5369","151 School  Road, Pittsburgh, PA, 15239","Match","Exact","151 SCHOOL RD, PITTSBURGH, PA, 15239","-79.754814,40.49324","642114532","R"
"5361","321 South Avenue, Verona, PA, 15147","Match","Exact","321 SOUTH AVE, VERONA, PA, 15147","-79.843666,40.504894","51665963","L"
"5360","1111 McKee Road, Oakdale, PA, 15071","Match","Exact","1111 MCKEE RD, OAKDALE, PA, 15071","-80.19085,40.429153","51926827","R"
"5363","785 Dunster  Street, Pittsburgh, PA, 15226","Match","Exact","785 DUNSTER ST, PITTSBURGH, PA, 15226","-80.01003,40.40228","51634802","L"
"5362","616 Highland Avenue, Pittsburgh, PA, 15206","Tie"
"5365","828 3rd Street, Oakmont, PA, 15139","Match","Exact","828 3RD ST, OAKMONT, PA, 15139","-79.84323,40.524742","51665538","R"
"5364","828 3rd Street, Oakmont, PA, 15139","Match","Exact","828 3RD ST, OAKMONT, PA, 15139","-79.84323,40.524742","51665538","R"
"5367","5832 Library  Road, Bethel Park, PA, 15102","Match","Exact","5832 LIBRARY RD, BETHEL PARK, PA, 15102","-80.03321,40.310047","51657598","R"
"5366","4935 Homeville Road, West Mifflin, PA, 15122","Match","Exact","4935 HOMEVILLE RD, WEST MIFFLIN, PA, 15122","-79.87784,40.38272","607593840","L"
"5357","775 Dunster  Avenue, Pittsburgh, PA, 15226","Match","Non_Exact","775 DUNSTER ST, PITTSBURGH, PA, 15226","-80.01025,40.402283","51634802","L"
"5358","1235 Clairhaven  Street, Pittsburgh, PA, 15205","Match","Exact","1235 CLAIRHAVEN ST, PITTSBURGH, PA, 15205","-80.05362,40.43918","51629270","L"
"5359","2312 Main Street, Pittsburgh, PA, 15215","Match","Exact","2312 MAIN ST, PITTSBURGH, PA, 15215","-79.914055,40.493343","623352804","L"
"5356","1130 (Lower) Rodi  Road, Turtle Creek, PA, 15145","No_Match"
"5355","107 Thackeray  Street, Pittsburgh, PA, 15213","Match","Exact","107 THACKERAY ST, PITTSBURGH, PA, 15213","-79.95669,40.44325","607621609","L"
"5354","2312 Main Street, Pittsburgh, PA, 15215","Match","Exact","2312 MAIN ST, PITTSBURGH, PA, 15215","-79.914055,40.493343","623352804","L"
"5353","419 5th Avenue, Sutersville, PA, 15083","No_Match"
"5352","621 Penn Avenue, Pittsburgh, PA, 15222","Match","Exact","621 PENN AVE, PITTSBURGH, PA, 15222","-80.001015,40.44304","51633748","L"
"5351","8 13th  Street, Pittsburgh, PA, 15203","Match","Non_Exact","8 13TH ST, PITTSBURGH, PA, 15222","-79.9923,40.44762","51635165","R"
"5350","5624 Brownsville Road, Pittsburgh, PA, 15236","Match","Exact","5624 BROWNSVILLE RD, PITTSBURGH, PA, 15236","-79.985306,40.33376","51658422","R"
"5348","411 Cherry  Way, Pittsburgh, PA, 15219","Match","Exact","411 CHERRY WAY, PITTSBURGH, PA, 15219","-79.99851,40.438637","607620973","L"
"5349","4729 Ellsworth Avenue, Pittsburgh, PA, 15213","Match","Exact","4729 ELLSWORTH AVE, PITTSBURGH, PA, 15213","-79.94622,40.449356","639327527","L"
"5346","3710 5th Avenue, Pittsburgh, PA, 15213","No_Match"
"5347","1000 Ross Park Mall  Drive, Pittsburgh, PA, 15237","Match","Exact","1000 ROSS PARK MALL DR, PITTSBURGH, PA, 15237","-80.00653,40.541016","607624110","R"
"5343","113 Monroeville Mall, Monroeville, PA, 15146","Match","Non_Exact","113 MONROEVILLE BLVD, MONROEVILLE, PA, 15146","-79.78484,40.43159","606397006","L"
"5342","301 South Hills Village, Bethel Park, PA, 15102","No_Match"
"5345","822 Liberty Avenue, Pittsburgh, PA, 15219","Match","Non_Exact","822 LIBERTY AVE, PITTSBURGH, PA, 15222","-79.99804,40.442913","51634956","R"
"5344","100 Robinson Center Drive, Pittsburgh, PA, 15205","No_Match"
"5341","2400 Josephine Street, Pittsburgh, PA, 15203","Match","Exact","2400 JOSEPHINE ST, PITTSBURGH, PA, 15203","-79.97244,40.42467","51648783","R"
"5340","1002 Perry  Highway, Pittsburgh, PA, 15237","Match","Exact","1002 PERRY HWY, PITTSBURGH, PA, 15237","-80.03628,40.53944","51934612","R"
"5339","950 Pittsburgh  Street, Springdale, PA, 15144","Match","Exact","950 PITTSBURGH ST, SPRINGDALE, PA, 15144","-79.77597,40.541767","51668039","R"
"5335","3800 Bakerstown Rd, Bakerstown, PA, 15007","No_Match"
"5336","798 Herron Avenue, Verona, PA, 15147","Match","Exact","798 HERRON AVE, VERONA, PA, 15147","-79.8404,40.506462","51813307","L"
"5337","4399 Leechburg Road, New Kensington, PA, 15068","Match","Exact","4399 LEECHBURG RD, NEW KENSINGTON, PA, 15068","-79.66879,40.60889","636648381","R"
"5338","918 Main Street, Pittsburgh, PA, 15215","Match","Exact","918 MAIN ST, PITTSBURGH, PA, 15215","-79.93306,40.49458","51715436","L"
"5128","100 Art Rooney Avenue, Pittsburgh, PA, 15212","No_Match"
"5330","1290 Mifflin  Road, Pittsburgh, PA, 15207","Match","Exact","1290 MIFFLIN RD, PITTSBURGH, PA, 15207","-79.91329,40.36986","629110796","R"
"5129","100 Art Rooney Avenue, Pittsburgh, PA, 15212","No_Match"
"5126","100 Art Rooney Avenue, Pittsburgh, PA, 15212","No_Match"
"5127","100 Art Rooney Avenue, Pittsburgh, PA, 15212","No_Match"
"5333","120 6th Street, Pittsburgh, PA, 15222","Match","Exact","120 6TH ST, PITTSBURGH, PA, 15222","-80.00275,40.444057","51633730","R"
"5334","16055 Perry Hwy, Wexford, PA, 15090","No_Match"
"5331","201 Graham Street, Pittsburgh, PA, 15206","Match","Non_Exact","201 N GRAHAM ST, PITTSBURGH, PA, 15206","-79.93465,40.465492","637563095","L"
"5332","3530 Fleming  Avenue, Pittsburgh, PA, 15212","Match","Exact","3530 FLEMING AVE, PITTSBURGH, PA, 15212","-80.038994,40.479477","641813667","R"
"5132","301 Oakland Avenue, Braddock, PA, 15104","Match","Exact","301 OAKLAND AVE, BRADDOCK, PA, 15104","-79.86666,40.412006","51814065","L"
"5327","101 Eisele Road, Cheswick, PA, 15024","Match","Exact","101 EISELE RD, CHESWICK, PA, 15024","-79.86212,40.582947","636374014","R"
"5131","400 Graham St, Mc Kees Rocks, PA, 15136","Match","Exact","400 GRAHAM ST, MC KEES ROCKS, PA, 15136","-80.05798,40.476852","51621028","R"
"5326","955 Liberty Avenue, Pittsburgh, PA, 15222","Match","Exact","955 LIBERTY AVE, PITTSBURGH, PA, 15222","-79.996056,40.443443","51635005","L"
"5130","100 Art Rooney Avenue, Pittsburgh, PA, 15212","No_Match"
"5325","1 Alger  Street, Pittsburgh, PA, 15207","Match","Exact","1 ALGER ST, PITTSBURGH, PA, 15207","-79.94333,40.426186","51649848","L"
"5324","5280 Northumberland St, Pittsburgh, PA, 15217","Match","Exact","5280 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217","-79.93789,40.43964","51649804","R"
"5136","2601 Perrysville  Avenue, Pittsburgh, PA, 15214","Match","Exact","2601 PERRYSVILLE AVE, PITTSBURGH, PA, 15214","-80.00868,40.47122","51626341","L"
