"4971","7217 McKnight Road, Pittsburgh, PA, 15237","Match","Exact","7217 MCKNIGHT RD, PITTSBURGH, PA, 15237","-80.01458,40.54392","638532708","L"
"4970","4960 Route 8, Allison Park, PA, 15101","No_Match"
"4963","623 Clairton  Boulevard, Pittsburgh, PA, 15236","Match","Exact","623 CLAIRTON BLVD, PITTSBURGH, PA, 15236","-79.94233,40.321438","607616127","L"
"4964","210 Bridge Street, Homestead, PA, 15120","No_Match"
"4961","12071 Perry Highway, Wexford, PA, 15090","Match","Exact","12071 PERRY HWY, WEXFORD, PA, 15090","-80.06106,40.63526","635789286","L"
"4962","250 McHolme  Drive, Pittsburgh, PA, 15275","No_Match"
"4967","3401 Blvd Of The Allies, Pittsburgh, PA, 15213","No_Match"
"4968","4172 Wm Penn Hwy, Monroeville, PA, 15146","No_Match"
"4965","5243 Library Road, Bethel Park, PA, 15102","Match","Exact","5243 LIBRARY RD, BETHEL PARK, PA, 15102","-80.02406,40.335114","51686445","L"
"4966","1900 Greentree Road, Pittsburgh, PA, 15220","Match","Exact","1900 GREENTREE RD, PITTSBURGH, PA, 15220","-80.06604,40.394127","51631366","R"
"4969","3800 Forbes Ave, Pittsburgh, PA, 15213","Match","Exact","3800 FORBES AVE, PITTSBURGH, PA, 15213","-79.956924,40.441593","51648971","R"
"4980","3526 Blvd of The Allies, Pittsburgh, PA, 15213","No_Match"
"4982","11700 Frankstown  Road, Pittsburgh, PA, 15235","Match","Exact","11700 FRANKSTOWN RD, PITTSBURGH, PA, 15235","-79.82606,40.46632","51936894","R"
"4981","200 E Main St, Carnegie, PA, 15106","Match","Exact","200 E MAIN ST, CARNEGIE, PA, 15106","-80.08541,40.408264","51617012","R"
"4972","5430 Centre Avenue, Pittsburgh, PA, 15232","Match","Exact","5430 CENTRE AVE, PITTSBURGH, PA, 15232","-79.937874,40.456116","635648520","R"
"4973","117 Pittsburgh Mills  Circle, Tarentum, PA, 15084","No_Match"
"4974","295 Settlers Ridge Ctr Dr, Pittsburgh, PA, 15205","No_Match"
"4975","666 Allegheny River  Boulevard, Oakmont, PA, 15139","No_Match"
